app_demographic.1.player.age,app_demographic.1.player.edu_family_1gen_f,app_demographic.1.player.edu_family_1gen_m,app_demographic.1.player.edu_family_2gen_f1,app_demographic.1.player.edu_family_2gen_f2,app_demographic.1.player.edu_family_2gen_m1,app_demographic.1.player.edu_family_2gen_m2,app_demographic.1.player.financial_situation_general_current,app_demographic.1.player.financial_situation_general_future,app_demographic.1.player.financial_situation_personal_current,app_demographic.1.player.financial_situation_personal_future,app_demographic.1.player.gender,app_demographic.1.player.postcode,app_demographic.1.player.secondary_year,app_demographic.1.player.time_work,app_end.1.player.feedback,app_end.1.player.network_narrative,app_end.1.player.rnumbercheck,app_end.1.player.time_endpage,app_end.1.player.time_firstendpage,app_migration.1.player.migration_border,app_migration.1.player.migration_culture,app_migration.1.player.migration_eco,app_migration.1.player.migration_limit,app_migration.1.player.migration_return,app_migration.1.player.migration_social,app_network.1.player.linksrechts_self,app_political.1.player.lr_AfD,app_political.1.player.lr_BSW,app_political.1.player.lr_CDU,app_political.1.player.lr_CSU,app_political.1.player.lr_FDP,app_political.1.player.lr_Gruene,app_political.1.player.lr_Linke,app_political.1.player.lr_SPD,app_political.1.player.participation_demonstration,app_political.1.player.petition_signatory,app_political.1.player.politics_question_five,app_political.1.player.politics_question_four,app_political.1.player.politics_question_one,app_political.1.player.politics_question_seven,app_political.1.player.politics_question_six,app_political.1.player.politics_question_three,app_political.1.player.politics_question_two,app_political.1.player.scalo_afd,app_political.1.player.scalo_bsw,app_political.1.player.scalo_cdu,app_political.1.player.scalo_csu,app_political.1.player.scalo_fdp,app_political.1.player.scalo_gruene,app_political.1.player.scalo_linke,app_political.1.player.scalo_pep1,app_political.1.player.scalo_pep10,app_political.1.player.scalo_pep11,app_political.1.player.scalo_pep12,app_political.1.player.scalo_pep13,app_political.1.player.scalo_pep14,app_political.1.player.scalo_pep15,app_political.1.player.scalo_pep16,app_political.1.player.scalo_pep17,app_political.1.player.scalo_pep18,app_political.1.player.scalo_pep19,app_political.1.player.scalo_pep2,app_political.1.player.scalo_pep20,app_political.1.player.scalo_pep3,app_political.1.player.scalo_pep4,app_political.1.player.scalo_pep5,app_political.1.player.scalo_pep6,app_political.1.player.scalo_pep7,app_political.1.player.scalo_pep8,app_political.1.player.scalo_pep9,app_political.1.player.scalo_spd,app_political.1.player.social_networks_1,app_political.1.player.social_networks_10,app_political.1.player.social_networks_11,app_political.1.player.social_networks_12,app_political.1.player.social_networks_13,app_political.1.player.social_networks_2,app_political.1.player.social_networks_3,app_political.1.player.social_networks_4,app_political.1.player.social_networks_5,app_political.1.player.social_networks_6,app_political.1.player.social_networks_7,app_political.1.player.social_networks_8,app_political.1.player.social_networks_9,app_political.1.player.sunday_party_vote,app_start.1.player.browser,app_start.1.player.device_type,app_start.1.player.lang,app_start.1.player.operating_system,app_start.1.player.use_of_device,app_studium.1.player.affective_academic_stress,app_studium.1.player.consecutive_academic_career,app_studium.1.player.fresherscamp_student,app_studium.1.player.freshersweek_student,app_studium.1.player.grade,app_studium.1.player.motivation_extrinsic_goal_1,app_studium.1.player.motivation_extrinsic_goal_2,app_studium.1.player.motivation_extrinsic_goal_3,app_studium.1.player.motivation_extrinsic_goal_4,app_studium.1.player.motivation_intrinsic_goal_1,app_studium.1.player.motivation_intrinsic_goal_2,app_studium.1.player.motivation_intrinsic_goal_3,app_studium.1.player.resource_help,app_studium.1.player.resource_peer,app_studium.1.player.resource_time,app_studium.1.player.semester_of_study,app_studium.1.player.study_program,app_studium.1.player.time_class,app_studium.1.player.tutorial,participant.label,participant.time_started_utc
,,,,,,,3.0,2.0,3.0,2.0,,,,0.0,Super!,,ump_273046,-999,2025-11-25T15:45:06.992Z,4.0,3.0,4.0,5.0,5.0,4.0,6.0,10,8,7,8,6,2,1,4,1.0,1.0,2,4,4,2,2,4,4,1.0,0.0,8.0,8.0,9.0,7.0,4.0,7,6,2,6,5,1,1,4,5,0,0,0,3,3,0,2,6,7,6,0,7.0,1,1,0.0,0,,0,1,1,1,1,0,1,0,5.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,1.7,6.0,7.0,4.0,7.0,6.0,5.0,4.0,5.0,4.0,5.0,,,,6.0,ump,2025-11-25 15:25:26.793778
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,,,l9e_798123,-999,2025-11-25T15:37:26.846Z,4.0,4.0,5.0,4.0,4.0,5.0,3.0,11,7,6,6,8,3,1,5,2.0,1.0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,6.0,8.0,9.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,7.0,3.0,2.0,0.0,5.0,3.0,6.0,,,,2.7,3.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,3.0,,,2.0,1.0,l9e,2025-11-25 15:25:31.528904
,,,,,,,3.0,2.0,3.0,3.0,,,,0.0,,,zda_808213,-999,2025-11-25T15:46:22.496Z,5.0,4.0,5.0,4.0,5.0,4.0,3.0,9,5,7,8,6,5,3,6,1.0,1.0,3,2,4,3,2,3,2,1.0,5.0,5.0,4.0,5.0,7.0,8.0,7,6,2,8,4,2,2,1,6,3,5,5,10,8,7,2,8,4,4,6,7.0,0,0,1.0,1,,1,0,1,0,1,1,1,1,6.0,3.0,2.0,0.0,5.0,3.0,7.0,,,,3.0,3.0,5.0,3.0,7.0,4.0,5.0,5.0,3.0,4.0,6.0,,,5.0,5.0,zda,2025-11-25 15:25:33.065668
,,,,,,,2.0,3.0,2.0,0.0,,,,10.0,,,aq6_339503,-999,2025-11-25T15:42:16.027Z,2.0,1.0,6.0,2.0,2.0,4.0,,11,10,9,9,9,4,1,6,1.0,1.0,4,3,4,4,4,3,2,1.0,1.0,1.0,1.0,1.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0.0,0,,0,0,1,1,1,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,3.0,,,,2.3,2.0,2.0,2.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,,,3.0,3.0,aq6,2025-11-25 15:32:26.621625
,,,,,,,2.0,0.0,3.0,0.0,,,,0.0,,,dq4_988420,-999,2025-11-25T15:42:55.862Z,4.0,1.0,6.0,4.0,5.0,2.0,3.0,0,6,8,8,5,4,1,4,1.0,1.0,5,2,4,4,5,4,2,1.0,3.0,3.0,3.0,8.0,9.0,10.0,10,9,1,0,2,1,1,1,5,1,0,0,11,10,0,1,0,0,2,0,10.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,3.0,3.0,3.0,0.0,2.0,2.0,4.0,,,,4.0,4.0,3.0,2.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,,,,3.0,dq4,2025-11-25 15:33:07.905839
,,,,,,,3.0,3.0,3.0,4.0,,,,0.0,,,199_643719,-999,2025-11-25T15:50:28.171Z,3.0,1.0,6.0,1.0,2.0,3.0,1.0,11,5,7,8,8,5,2,6,1.0,1.0,5,2,4,4,2,4,2,1.0,4.0,2.0,2.0,2.0,7.0,11.0,2,0,1,0,1,1,1,1,9,1,0,2,11,9,0,1,0,1,1,0,4.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,6.0,3.0,3.0,1.0,2.0,2.0,7.0,,,,0.0,5.0,4.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0,,,2.0,3.0,199,2025-11-25 15:33:08.308189
,,,,,,,3.0,4.0,2.0,2.0,,,,5.0,,,28t_723945,-999,2025-11-25T15:42:41.283Z,2.0,2.0,6.0,2.0,2.0,2.0,3.0,11,6,8,7,6,3,1,6,1.0,1.0,4,3,4,4,4,4,4,1.0,4.0,1.0,1.0,6.0,8.0,10.0,6,0,0,0,1,1,1,1,11,1,0,0,11,9,0,1,0,0,4,0,6.0,0,0,0.0,0,,0,0,1,1,1,1,1,1,6.0,3.0,2.0,0.0,5.0,3.0,5.0,,,,1.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,7.0,3.0,,,5.0,6.0,28t,2025-11-25 15:33:09.600663
,,,,,,,2.0,3.0,5.0,5.0,,,,10.0,,,r3x_566692,-999,2025-11-25T15:51:31.728Z,2.0,1.0,7.0,1.0,1.0,1.0,3.0,11,9,6,8,7,4,1,5,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,3.0,1.0,2.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0.0,0,,0,0,1,1,1,1,1,1,3.0,3.0,2.0,0.0,5.0,3.0,6.0,,,,2.7,4.0,5.0,4.0,6.0,4.0,2.0,4.0,6.0,4.0,2.0,,,3.0,3.0,r3x,2025-11-25 15:33:09.636959
,,,,,,,3.0,2.0,4.0,3.0,,,,5.0,👍🏼,,jne_302636,-999,2025-11-25T15:41:37.422Z,3.0,2.0,7.0,4.0,6.0,4.0,4.0,11,5,9,6,5,5,1,5,2.0,1.0,4,2,4,4,4,4,2,1.0,7.0,2.0,4.0,6.0,6.0,9.0,6,6,6,6,6,1,1,5,2,6,0,5,10,5,0,1,6,0,6,6,8.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,6.0,3.0,2.0,0.0,5.0,3.0,7.0,,,,2.7,7.0,6.0,6.0,7.0,4.0,6.0,5.0,7.0,7.0,7.0,,,3.0,1.0,jne,2025-11-25 15:33:10.642189
,,,,,,,3.0,2.0,2.0,2.0,,,,,,,upq_874032,-999,2025-11-25T15:46:46.320Z,3.0,2.0,7.0,2.0,5.0,2.0,3.0,11,10,8,0,7,4,1,5,1.0,1.0,5,0,4,4,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,6.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,4.0,4.0,5.0,3.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,,,6.0,6.0,upq,2025-11-25 15:33:11.001361
,,,,,,,3.0,3.0,2.0,3.0,,,,4.0,,,98q_113141,-999,2025-11-25T15:41:46.692Z,3.0,1.0,6.0,1.0,2.0,2.0,3.0,11,9,7,8,6,3,2,4,1.0,1.0,4,4,4,4,4,4,3,1.0,1.0,1.0,1.0,7.0,8.0,8.0,6,0,1,0,2,1,1,0,3,0,0,5,7,8,0,1,0,0,3,0,8.0,0,0,0.0,0,,0,0,0,0,0,0,1,0,3.0,3.0,2.0,0.0,5.0,3.0,7.0,,,,2.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,,,3.0,6.0,98q,2025-11-25 15:33:11.370576
,,,,,,,4.0,0.0,4.0,4.0,,,,0.0,,,afp_624371,-999,2025-11-25T15:51:34.281Z,2.0,1.0,6.0,2.0,4.0,3.0,3.0,10,7,7,8,7,4,2,5,1.0,1.0,4,2,3,4,3,4,2,1.0,3.0,3.0,2.0,2.0,5.0,9.0,8,9,1,0,4,1,1,1,4,1,3,0,9,4,0,2,0,0,3,6,8.0,0,0,1.0,1,,1,0,1,0,1,0,1,0,6.0,3.0,2.0,0.0,5.0,3.0,6.0,,,,1.7,6.0,6.0,6.0,6.0,5.0,3.0,5.0,7.0,6.0,5.0,,,4.0,3.0,afp,2025-11-25 15:33:11.839698
,,,,,,,3.0,4.0,4.0,4.0,,,,0.0,,,joy_170559,-999,2025-11-25T15:42:11.464Z,3.0,4.0,6.0,4.0,5.0,4.0,5.0,11,9,7,7,4,7,2,6,1.0,1.0,4,3,4,5,4,2,3,1.0,1.0,8.0,6.0,4.0,7.0,10.0,10,8,1,6,6,1,2,2,9,4,9,6,4,7,8,1,6,9,7,6,7.0,0,0,0.0,0,,0,0,1,0,0,0,1,0,6.0,3.0,3.0,0.0,2.0,2.0,3.0,,,,1.3,6.0,6.0,6.0,7.0,5.0,5.0,6.0,4.0,5.0,7.0,,,3.0,3.0,joy,2025-11-25 15:33:12.048521
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,Spannend,,4aw_589643,-999,2025-11-25T15:47:28.675Z,3.0,4.0,5.0,5.0,4.0,4.0,6.0,11,1,7,8,7,3,2,4,2.0,2.0,4,3,4,4,4,4,3,1.0,1.0,9.0,9.0,9.0,8.0,2.0,10,9,1,0,10,1,4,3,8,6,10,8,6,8,0,1,0,9,10,0,7.0,0,0,0.0,0,,0,1,1,1,1,1,1,0,5.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,2.7,7.0,6.0,6.0,7.0,5.0,4.0,7.0,3.0,4.0,7.0,,,6.0,2.0,4aw,2025-11-25 15:33:12.182954
,,,,,,,3.0,4.0,3.0,3.0,,,,0.0,Sehr offene Fragen ,,4z1_336219,-999,2025-11-25T16:50:07.045Z,,1.0,5.0,4.0,3.0,2.0,5.0,11,6,8,9,7,5,1,6,1.0,2.0,4,2,4,4,5,4,2,1.0,,1.0,1.0,1.0,7.0,1.0,9,4,1,0,1,1,1,1,7,1,0,0,6,10,0,1,0,1,1,1,6.0,0,0,0.0,1,,0,0,1,0,1,1,1,0,7.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,2.7,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,3.0,6.0,,,5.0,6.0,4z1,2025-11-25 15:33:12.865376
,,,,,,,4.0,4.0,3.0,4.0,,,,0.0,,,tuf_996979,-999,-999,2.0,2.0,6.0,2.0,3.0,3.0,2.0,11,10,8,8,0,3,1,5,1.0,1.0,4,2,4,3,4,2,4,1.0,1.0,3.0,3.0,3.0,9.0,9.0,7,8,1,0,3,1,1,1,6,1,0,8,9,9,9,1,0,8,2,0,9.0,0,0,0.0,0,,0,0,1,1,1,1,1,1,3.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,3.3,3.0,2.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,,,3.0,1.0,tuf,2025-11-25 15:33:13.461621
,,,,,,,2.0,2.0,4.0,4.0,,,,2.0,,,00v_369029,-999,2025-11-25T15:45:03.052Z,6.0,5.0,4.0,7.0,7.0,7.0,7.0,2,1,6,6,7,6,1,5,2.0,1.0,4,2,3,5,1,4,2,2.0,2.0,6.0,6.0,7.0,5.0,6.0,9,6,2,0,4,1,1,1,3,8,1,0,1,5,0,2,0,0,4,0,4.0,0,0,1.0,0,,1,0,1,0,1,0,1,0,0.0,3.0,2.0,0.0,5.0,3.0,5.0,,,,,7.0,6.0,7.0,7.0,4.0,6.0,3.0,4.0,1.0,2.0,,,10.0,,00v,2025-11-25 15:33:13.476185
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,,,zme_113077,-999,2025-11-25T15:41:52.533Z,6.0,6.0,5.0,6.0,,7.0,6.0,10,10,5,5,5,5,1,5,2.0,2.0,1,3,2,1,4,1,3,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,0,0,0.0,0,,0,0,1,1,1,0,1,1,2.0,3.0,2.0,0.0,5.0,3.0,3.0,,,,4.0,4.0,3.0,3.0,7.0,5.0,6.0,4.0,5.0,4.0,3.0,,,0.0,1.0,zme,2025-11-25 15:33:13.922531
,,,,,,,4.0,3.0,3.0,3.0,,,,15.0,,,zit_158991,-999,2025-11-25T15:47:07.900Z,3.0,3.0,6.0,3.0,3.0,2.0,4.0,11,0,8,9,7,4,2,5,1.0,1.0,4,3,4,4,4,4,2,1.0,0.0,3.0,2.0,5.0,8.0,8.0,6,0,4,0,4,1,2,4,6,5,0,6,9,9,0,1,0,4,3,0,7.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,3.0,,,,2.0,4.0,0.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,,,25.0,1.0,zit,2025-11-25 15:33:14.906432
,,,,,,,4.0,4.0,5.0,5.0,,,,,,,qhg_460667,-999,2025-11-25T15:44:53.391Z,6.0,1.0,5.0,4.0,5.0,4.0,6.0,9,6,7,8,6,3,2,4,1.0,1.0,5,5,4,5,5,4,4,1.0,1.0,4.0,4.0,7.0,10.0,3.0,10,10,1,0,5,1,1,1,11,6,10,0,9,10,0,1,1,3,3,3,8.0,0,0,1.0,1,,0,0,1,0,1,1,1,0,3.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,3.0,7.0,5.0,7.0,7.0,6.0,3.0,7.0,7.0,6.0,7.0,,,,4.0,qhg,2025-11-25 15:33:14.917128
,,,,,,,4.0,4.0,4.0,4.0,,,,10.0,,,q9a_859961,-999,2025-11-25T15:46:32.873Z,4.0,1.0,7.0,3.0,4.0,1.0,4.0,11,2,8,9,8,4,2,5,2.0,1.0,4,4,4,4,4,4,4,1.0,1.0,6.0,5.0,5.0,7.0,5.0,8,11,1,0,6,1,1,1,8,1,7,10,6,10,0,1,0,4,3,0,10.0,0,0,0.0,0,,0,1,1,0,1,0,1,0,3.0,3.0,2.0,0.0,5.0,3.0,5.0,,,,2.0,4.0,7.0,6.0,7.0,7.0,3.0,5.0,5.0,4.0,7.0,,,6.0,3.0,q9a,2025-11-25 15:33:15.311419
,,,,,,,2.0,2.0,1.0,2.0,,,,20.0,,,15f_446949,-999,2025-11-25T15:46:33.542Z,1.0,1.0,7.0,1.0,1.0,6.0,2.0,10,7,8,8,8,6,5,6,1.0,2.0,4,1,4,4,3,4,1,1.0,6.0,1.0,1.0,1.0,6.0,8.0,1,0,1,0,1,1,1,1,1,1,1,8,11,4,0,1,0,0,1,0,6.0,0,0,0.0,0,,1,0,0,0,1,1,1,0,6.0,3.0,2.0,0.0,5.0,3.0,6.0,,,,2.7,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,,,15.0,0.0,15f,2025-11-25 15:33:16.408559
,,,,,,,4.0,4.0,5.0,5.0,,,,,,,58c_569019,-999,-999,4.0,3.0,6.0,3.0,3.0,3.0,4.0,11,9,8,9,6,4,3,5,1.0,1.0,4,3,4,4,4,5,4,1.0,2.0,5.0,4.0,6.0,8.0,7.0,10,8,1,7,5,1,2,2,7,4,6,8,6,9,6,2,5,4,11,6,10.0,0,0,1.0,1,,0,1,1,1,1,1,1,0,3.0,3.0,3.0,0.0,2.0,2.0,5.0,,,,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,6.0,5.0,5.0,,,,4.0,58c,2025-11-25 15:33:16.535974
,,,,,,,4.0,0.0,3.0,3.0,,,,0.0,,,li1_315352,-999,-999,4.0,1.0,6.0,0.0,0.0,1.0,4.0,9,0,0,0,0,3,2,0,1.0,1.0,4,2,0,4,4,2,0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0,0,0,0,6,1,1,1,5,0,4,0,8,0,0,0,0,0,0,0,0.0,0,0,1.0,0,,0,1,1,0,1,0,1,0,6.0,3.0,2.0,1.0,5.0,3.0,7.0,,,,2.3,5.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,7.0,2.0,,,8.0,4.0,li1,2025-11-25 15:33:16.812195
,,,,,,,2.0,2.0,2.0,3.0,,,,10.0,,,rcd_814124,-999,2025-11-25T15:45:02.444Z,6.0,5.0,4.0,7.0,7.0,5.0,6.0,10,4,6,7,8,3,1,4,1.0,1.0,2,2,4,3,3,2,2,1.0,0.0,8.0,8.0,7.0,4.0,1.0,0,0,5,0,4,4,4,4,4,4,0,0,3,5,0,3,0,0,9,0,5.0,0,0,0.0,0,,1,0,1,0,1,0,1,0,1.0,3.0,2.0,0.0,5.0,3.0,7.0,,,,2.0,6.0,7.0,7.0,7.0,3.0,5.0,5.0,3.0,3.0,4.0,,,7.0,4.0,rcd,2025-11-25 15:33:16.798914
2005.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,76.0,2024.0,0.0,,,un5_737762,-999,2025-11-25T16:12:15.566Z,5.0,2.0,6.0,3.0,6.0,3.0,7.0,11,4,6,7,7,4,1,5,1.0,2.0,4,4,4,4,3,3,2,1.0,2.0,8.0,6.0,5.0,4.0,3.0,10,9,1,0,7,2,7,4,8,2,0,7,3,6,0,2,3,5,6,0,8.0,0,0,1.0,0,,0,0,0,0,1,1,1,0,3.0,3.0,2.0,0.0,5.0,3.0,7.0,1.0,2.0,1.0,3.7,2.0,3.0,3.0,5.0,5.0,4.0,7.0,5.0,7.0,5.0,1.0,2.0,5.0,3.0,un5,2025-11-25 15:33:17.082243
,,,,,,,2.0,2.0,1.0,1.0,,,,0.0,,,8lm_687786,-999,2025-11-25T15:44:33.466Z,4.0,1.0,4.0,6.0,7.0,5.0,5.0,11,9,7,8,6,4,1,6,2.0,1.0,5,3,4,5,5,4,2,1.0,7.0,8.0,7.0,9.0,2.0,5.0,0,6,0,0,2,7,1,0,6,8,0,0,2,4,0,1,0,0,7,0,9.0,0,0,1.0,0,,0,0,1,0,1,1,1,1,9.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,1.3,1.0,1.0,7.0,7.0,4.0,4.0,1.0,4.0,5.0,7.0,,,10.0,1.0,8lm,2025-11-25 15:33:17.213994
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,,,87a_834027,-999,2025-11-25T15:40:43.337Z,4.0,1.0,6.0,2.0,4.0,2.0,4.0,11,0,8,8,7,6,2,5,1.0,1.0,5,1,5,5,5,5,1,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.0,1,1,0.0,0,,1,1,1,0,1,1,1,1,0.0,3.0,2.0,0.0,5.0,3.0,7.0,,,,2.7,6.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,6.0,6.0,,,,2.0,87a,2025-11-25 15:33:17.430233
,,,,,,,2.0,3.0,4.0,4.0,,,,3.0,Good,,8bz_834312,-999,2025-11-25T15:46:16.969Z,6.0,1.0,6.0,4.0,5.0,3.0,6.0,11,2,6,6,6,2,1,5,2.0,2.0,3,3,3,3,3,3,3,1.0,1.0,11.0,11.0,5.0,1.0,1.0,0,0,0,0,11,1,1,1,6,8,8,0,1,1,0,1,0,0,11,0,7.0,0,0,0.0,0,,0,0,1,0,0,0,0,0,1.0,3.0,2.0,1.0,5.0,3.0,6.0,,,,2.7,5.0,5.0,6.0,6.0,4.0,5.0,5.0,3.0,4.0,7.0,,,4.0,4.0,8bz,2025-11-25 15:33:17.662674
,,,,,,,3.0,3.0,4.0,3.0,,,,0.0,,,iqk_657417,-999,2025-11-25T15:47:20.412Z,3.0,1.0,7.0,2.0,4.0,3.0,4.0,9,7,8,8,6,4,1,5,2.0,1.0,4,4,5,4,4,4,4,1.0,1.0,3.0,3.0,4.0,10.0,9.0,10,10,1,7,5,1,1,3,9,3,6,9,10,10,6,1,6,3,4,6,10.0,0,0,0.0,0,,0,0,1,0,1,0,1,0,7.0,3.0,1.0,0.0,4.0,2.0,3.0,,,,3.0,5.0,6.0,2.0,7.0,3.0,3.0,6.0,6.0,7.0,7.0,,,7.0,2.0,iqk,2025-11-25 15:33:17.712442
,,,,,,,4.0,3.0,3.0,2.0,,,,,,,ak1_407716,-999,2025-11-25T15:41:30.649Z,1.0,1.0,7.0,1.0,1.0,2.0,1.0,11,7,7,8,10,2,1,4,1.0,1.0,5,3,4,5,5,4,3,1.0,2.0,2.0,1.0,2.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0.0,0,,0,0,1,0,0,0,1,0,7.0,3.0,2.0,0.0,5.0,3.0,1.0,,,,,3.0,4.0,4.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,,,1.0,,ak1,2025-11-25 15:33:17.746779
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,,,hxt_509585,-999,2025-11-25T15:51:10.009Z,3.0,2.0,6.0,3.0,0.0,4.0,4.0,11,9,9,9,7,4,2,5,1.0,1.0,4,3,4,4,4,4,2,1.0,1.0,1.0,1.0,5.0,10.0,10.0,9,4,1,6,1,1,1,1,6,1,6,7,8,9,6,1,6,3,2,2,9.0,0,0,0.0,0,,0,0,1,0,0,0,0,0,7.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,2.3,4.0,4.0,2.0,6.0,3.0,2.0,5.0,6.0,4.0,6.0,,,6.0,2.0,hxt,2025-11-25 15:33:18.508152
,,,,,,,4.0,4.0,4.0,4.0,,,,,,,it8_790577,-999,2025-11-25T15:47:09.715Z,6.0,6.0,6.0,5.0,6.0,4.0,7.0,10,5,7,8,6,3,1,4,1.0,2.0,4,4,4,3,4,4,3,1.0,1.0,9.0,8.0,10.0,4.0,1.0,9,10,1,0,3,1,1,1,9,1,0,9,6,10,8,1,0,5,3,9,7.0,0,0,0.0,0,,1,0,1,0,1,1,1,1,1.0,3.0,2.0,0.0,5.0,3.0,6.0,,,,3.0,3.0,3.0,2.0,7.0,4.0,5.0,5.0,6.0,7.0,6.0,,,7.0,6.0,it8,2025-11-25 15:33:18.695235
,,,,,,,3.0,2.0,4.0,5.0,,,,12.0,,,0fo_324962,-999,2025-11-25T15:49:15.138Z,7.0,5.0,2.0,7.0,7.0,5.0,5.0,11,8,6,7,4,4,1,5,2.0,1.0,5,4,5,5,5,5,3,1.0,1.0,8.0,7.0,8.0,7.0,5.0,8,8,1,6,4,1,1,1,4,2,6,8,4,11,8,3,3,4,7,4,6.0,0,0,0.0,0,,0,1,1,0,1,1,1,1,5.0,3.0,3.0,0.0,2.0,1.0,6.0,,,,2.0,7.0,7.0,6.0,7.0,2.0,3.0,6.0,2.0,7.0,5.0,,,,4.0,0fo,2025-11-25 15:33:18.798945
,,,,,,,3.0,4.0,4.0,4.0,,,,8.0,,,2k4_856041,-999,2025-11-25T15:44:25.431Z,7.0,2.0,6.0,3.0,5.0,6.0,5.0,0,0,0,0,0,0,0,0,2.0,1.0,4,2,4,3,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0.0,0,,0,0,1,0,1,0,1,1,11.0,3.0,2.0,1.0,5.0,2.0,7.0,,,,2.0,7.0,7.0,5.0,7.0,5.0,3.0,7.0,6.0,5.0,5.0,,,5.0,4.0,2k4,2025-11-25 15:33:18.823601
,,,,,,,4.0,4.0,4.0,5.0,,,,0.0,,,jed_489222,-999,2025-11-25T15:45:56.197Z,2.0,2.0,7.0,2.0,6.0,2.0,3.0,11,8,7,7,8,3,1,5,1.0,1.0,5,4,4,5,5,5,4,1.0,1.0,3.0,2.0,3.0,11.0,7.0,10,9,1,7,4,1,1,1,10,1,8,9,11,11,11,1,7,3,1,2,9.0,0,0,0.0,0,,1,0,1,1,1,1,1,0,7.0,2.0,2.0,0.0,4.0,3.0,4.0,,,,1.7,5.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,6.0,,,6.0,6.0,jed,2025-11-25 15:33:19.156060
,,,,,,,3.0,2.0,4.0,4.0,,,,0.0,,,ras_951698,-999,2025-11-25T15:44:56.886Z,6.0,5.0,5.0,5.0,4.0,5.0,5.0,11,10,9,8,7,3,1,4,1.0,2.0,4,2,4,4,4,3,2,1.0,2.0,5.0,3.0,5.0,9.0,8.0,0,0,0,0,3,1,1,1,6,4,6,0,8,10,0,1,0,3,3,0,9.0,0,0,0.0,0,,0,0,1,0,1,0,1,0,3.0,3.0,3.0,1.0,2.0,2.0,6.0,,,,2.0,4.0,4.0,5.0,7.0,3.0,5.0,5.0,6.0,6.0,6.0,,,6.0,6.0,ras,2025-11-25 15:33:19.316810
